id,artist_name,album_name,releaseDate,duration_ms_x,explicit,is_local,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Streams
05nbZ1xxVNwUTcGwLbp7CN,NAV,NAV,17221,226040,TRUE,FALSE,Myself,73,0.664,0.654,0.393,0,5,0.114,-7.621,0,0.284,159.741,4,0.105,4080027
0AICBlLzFCTpUqmAbtzB2z,Trippie Redd,A Love Letter To You,17300,143969,TRUE,FALSE,Love Scars,74,0.000404,0.659,0.614,0,9,0.123,-7.32,0,0.0541,119.405,4,0.26,22545059
0B8QzDH7YWih85V5SEMnyJ,Lil Uzi Vert,Lil Uzi Vert Vs. The World,16948,198944,TRUE,FALSE,Money Longer,77,0.0541,0.795,0.568,0,5,0.108,-7.817,0,0.142,136.173,4,0.478,8228205
0CcQNd8CINkwQfe1RDtGV6,Imagine Dragons,Evolve,17340,204346,FALSE,FALSE,Believer,22,0.0524,0.779,0.787,0,10,0.14,-4.305,0,0.108,124.982,4,0.708,13143536
0CokSRCu5hZgPxcZBaEzVE,Macklemore,GEMINI,17431,220454,TRUE,FALSE,Glorious (feat. Skylar Grey),78,0.0323,0.731,0.794,2.59E-05,0,0.112,-5.126,0,0.0522,139.994,4,0.356,2677351
0ESJlaM8CE1jRWaNtwSNj8,Travis Scott,Birds In The Trap Sing McKnight,17060,213863,TRUE,FALSE,beibs in the trap,72,0.24,0.743,0.571,0,7,0.291,-6.054,0,0.145,119.054,4,0.495,4141571
0Gl5s8IhMmQE5YQwM8Qx1J,Loren Allred,The Greatest Showman (Original Motion Picture Soundtrack),17508,207786,FALSE,FALSE,Never Enough,78,0.423,0.277,0.394,0,8,0.0952,-8.903,1,0.0336,86.777,3,0.227,13261443
0I20rLT2MJDhcF96AjbNYo,Zedd,Stay +,17529,210400,FALSE,FALSE,Stay,54,0.221,0.671,0.628,0,5,0.114,-5.049,0,0.0759,102.037,4,0.537,4112959
0jdny0dhgjUwoIp5GkqEaA,Kesha,Rainbow,17389,230266,FALSE,FALSE,Praying,74,0.491,0.576,0.39,0,10,0.111,-7.202,1,0.0297,73.433,4,0.319,13827838
0kdiUZDcLIFw0Buo9r0Q4z,LANCO,LANCO - EP,16906,222400,FALSE,FALSE,Greatest Love Story,16,0.38,0.665,0.621,0,10,0.119,-8.571,1,0.0524,147.975,4,0.632,2796612
0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,24K Magic,17122,206693,FALSE,FALSE,That's What I Like,83,0.013,0.853,0.56,0,1,0.0944,-4.961,1,0.0406,134.066,4,0.86,24588021
0nhVrTiCGiGRCoZOJiWzm1,Migos,Danger (with Migos & Marshmello) [From Bright: The Album],17508,214586,TRUE,FALSE,Danger (with Migos & Marshmello),69,0.152,0.814,0.743,0,9,0.163,-2.968,1,0.159,107.996,4,0.367,1276157
0ofbQMrRDsUaVKq2mGLEAb,Camila Cabello,Havana,17381,216896,FALSE,FALSE,Havana,29,0.186,0.768,0.517,3.80E-05,7,0.104,-4.323,0,0.0312,104.992,4,0.418,5860925
0OI7AFifLSoGzpb8bdBLLV,Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",17488,202804,FALSE,FALSE,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",73,0.00413,0.653,0.718,0,3,0.0537,-5.232,0,0.213,82.034,4,0.216,5953746
0OlnLZY4cmQzT6ZGttvWBM,Martin Garrix,So Far Away (feat. Jamie Scott & Romy Dya),17501,183636,FALSE,FALSE,So Far Away (feat. Jamie Scott & Romy Dya),74,0.435,0.526,0.52,0,6,0.197,-7.985,0,0.0569,149.119,4,0.13,6075892
0OWZFobGSIW9GrSlQ9C5pc,Thomas Rhett,Life Changes,17417,205453,FALSE,FALSE,Marry Me,75,0.113,0.588,0.408,0,3,0.13,-8.662,1,0.0237,85.008,4,0.484,56622557
0P6AWOA4LG1XOctzaVu5tt,SZA,The Weekend (Funk Wav Remix),17515,171805,FALSE,FALSE,The Weekend - Funk Wav Remix,74,0.495,0.775,0.573,0,11,0.126,-4.933,1,0.0585,101.925,4,0.667,18235348
0q75NwOoFiARAVp4EXU4Bs,SZA,Ctrl,17326,275080,TRUE,FALSE,Love Galore (feat. Travis Scott),77,0.111,0.795,0.594,0,0,0.162,-6.2,1,0.0747,135.002,4,0.409,38621166
0RoA7ObU6phWpqhlC9zH4Z,Ziv Zaifman,The Greatest Showman (Original Motion Picture Soundtrack),17508,269453,FALSE,FALSE,A Million Dreams,78,0.243,0.265,0.312,0,7,0.0893,-11.689,1,0.0569,54.747,3,0.0998,13252570
0SGkqnVQo9KPytSri1H6cF,Big Sean,I Decided.,17200,222360,TRUE,FALSE,Bounce Back,77,0.105,0.77,0.567,0,2,0.125,-5.698,1,0.175,81.477,4,0.26,24050973
0taOCiup4HNG9LmbduVlJj,YBN Nahmir,Rubbin Off The Paint,17459,156057,TRUE,FALSE,Rubbin Off The Paint,5,0.000662,0.721,0.711,0,7,0.347,-9.294,1,0.293,107.998,5,0.511,7931560
0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,÷ (Deluxe),17228,263400,FALSE,FALSE,Perfect,87,0.163,0.599,0.448,0,8,0.106,-6.312,1,0.0232,95.05,3,0.168,80230631
0tKcYR2II1VCQWT79i5NrW,Imagine Dragons,Evolve,17340,187146,FALSE,FALSE,Thunder,26,0.00683,0.6,0.81,0.21,0,0.155,-4.749,1,0.0479,167.88,4,0.298,17914585
0uxSUdBrJy9Un0EYoBowng,Lil Uzi Vert,Luv Is Rage 2 (Deluxe),17487,220586,TRUE,FALSE,20 Min,74,0.109,0.773,0.75,0,8,0.174,-4.009,0,0.117,123.426,4,0.783,10002165
0VgkVdmE4gld66l8iyGjgx,Future,FUTURE,17347,204600,TRUE,FALSE,Mask Off,80,0.0102,0.833,0.434,0.0219,2,0.165,-8.795,1,0.431,150.062,4,0.281,25819623
0w3Q14i073jLoew1hgJkwD,Jon Pardi,California Sunrise,16934,205200,FALSE,FALSE,Heartache On The Dance Floor,74,0.0617,0.594,0.824,0,9,0.0861,-4.252,1,0.0458,116.005,4,0.671,6935477
10M2Ex445zw585Ducldzkw,Brett Young,Brett Young,17207,224853,FALSE,FALSE,In Case You Didn't Know,73,0.386,0.607,0.536,0,10,0.102,-7.306,1,0.0305,147.986,4,0.434,12907297
152lZdxL1OR0ZMW6KquMif,Khalid,American Teen,17283,219080,FALSE,FALSE,Location,83,0.33,0.736,0.449,0.000162,1,0.0898,-11.462,0,0.425,80.126,4,0.326,109298584
15EPc80XuFrb2LmOzGjuRg,GoldLink,At What Cost,17249,176702,TRUE,FALSE,Crew (feat. Brent Faiyaz & Shy Glizzy),73,0.133,0.728,0.607,0,1,0.0864,-8.417,0,0.132,129.938,4,0.445,22235951
1bhUWB0zJMIKr9yVPrkEuI,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),17500,259550,FALSE,FALSE,Perfect Duet (Ed Sheeran & Beyoncé),80,0.779,0.587,0.299,0,8,0.123,-7.365,1,0.0263,94.992,3,0.356,16334382
1e1JKLEDKP7hEQzJfNAgPl,Playboi Carti,Playboi Carti,17270,181812,TRUE,FALSE,Magnolia,76,0.0113,0.791,0.581,0,11,0.35,-7.323,0,0.286,162.99,4,0.438,25252903
1f5cbQtDrykjarZVrShaDI,A Boogie Wit da Hoodie,The Bigger Artist,17438,209269,TRUE,FALSE,Drowning (feat. Kodak Black),78,0.501,0.839,0.81,0,5,0.117,-5.274,0,0.0568,129.014,4,0.814,51179439
1j4kHkkpqZRBwE0A4CN4Yv,ZAYN,Dusk Till Dawn (Radio Edit),17416,239000,FALSE,FALSE,Dusk Till Dawn - Radio Edit,82,0.101,0.258,0.437,1.27E-06,11,0.106,-6.593,0,0.039,180.043,4,0.0967,9579915
1m69ELEgE6k5ZWsap40ozt,Ozuna,Odisea,17403,188080,FALSE,FALSE,Se Preparó,77,0.222,0.739,0.821,9.60E-06,1,0.311,-4.233,1,0.0852,171.077,4,0.693,4153305
1mMLMZYXkMueg65jRRWG1l,Luke Combs,This One's for You,17319,240760,FALSE,FALSE,When It Rains It Pours,78,0.013,0.551,0.801,6.03E-06,6,0.265,-5.069,1,0.0303,128.027,4,0.625,33708959
1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,The Thrill Of It All (Special Edition),17473,201000,FALSE,FALSE,Too Good At Goodbyes,83,0.652,0.698,0.375,0,5,0.173,-8.279,1,0.0491,91.92,4,0.534,45258446
1OAh8uOEOvTDqkKFsKksCi,DJ Khaled,Grateful,17339,204173,TRUE,FALSE,Wild Thoughts (feat. Rihanna & Bryson Tiller),75,0.0329,0.671,0.672,0,0,0.118,-3.094,0,0.0688,97.98,4,0.632,6856598
1Qg9jWGDkKAGZXj5v2OG59,Maroon 5,Red Pill Blues (Deluxe),17473,190642,FALSE,FALSE,Wait,14,0.0889,0.659,0.604,0,8,0.105,-5.084,1,0.0542,126.135,4,0.407,20566541
1uL78kFWxhz3umTMWJu8n5,Lil Uzi Vert,Luv Is Rage 2,17403,207038,TRUE,FALSE,Sauce It Up,72,0.0715,0.813,0.528,0,6,0.125,-6.305,0,0.313,79.532,4,0.131,27242526
1WIZiOuNO3woKfdlSK2gNn,Kodak Black,Project Baby 2,17396,169344,TRUE,FALSE,Transportin',72,0.0319,0.804,0.66,0,10,0.103,-4.86,0,0.0726,94.053,4,0.257,15998497
1wjzFQodRWrPcQ0AnYnvQ9,Lauv,I Like Me Better,17305,197436,FALSE,FALSE,I Like Me Better,86,0.535,0.752,0.505,2.55E-06,9,0.104,-7.621,1,0.253,91.97,4,0.419,34925736
1XRgIKC5TPwo7nWGyKqgG0,Gucci Mane,Mr. Davis,17452,233087,TRUE,FALSE,I Get The Bag (feat. Migos),77,0.0232,0.89,0.633,0.000343,11,0.0993,-5.475,1,0.168,139.948,4,0.425,65730111
1xznGGDReH1oQq0xzbwXa3,Drake,Views,16927,173986,FALSE,FALSE,One Dance,23,0.00784,0.791,0.619,0.00423,1,0.351,-5.886,1,0.0532,103.989,4,0.371,33731197
1yxgsra98r3qAtxqiGZPiX,Travis Scott,BUTTERFLY EFFECT,17304,190677,FALSE,FALSE,BUTTERFLY EFFECT,18,0.0714,0.763,0.598,0,11,0.112,-6.865,1,0.0539,140.987,4,0.182,68089951
1YZfcVLbbJwfizR5cDOp3q,Migos,MotorSport,17466,307660,TRUE,FALSE,MotorSport,7,0.0519,0.901,0.529,0,2,0.179,-4.443,1,0.191,138.003,4,0.146,13305062
1zsG4eaZmkA1dvjDDsAGLK,Luis Fonsi,Échame La Culpa,17487,173720,FALSE,FALSE,Échame La Culpa,26,0.0322,0.724,0.895,0,7,0.097,-3.617,1,0.0411,96.022,4,0.64,17686406
20dP2DaMHIAmwWAbp7peSr,Young Thug,Birds In The Trap Sing McKnight,17060,252256,TRUE,FALSE,pick up the phone,73,0.114,0.711,0.739,0,7,0.226,-3.804,0,0.129,136.919,4,0.43,2599125
22nyEAEM29tcBRhukR089b,Jaden,SYRE,17487,220995,TRUE,FALSE,Icon,76,0.222,0.786,0.82,0,9,0.575,-5.093,0,0.232,119.982,4,0.49,9296978
248OFOZef6ShXv6DGgbnxU,Khalid,American Teen,17283,206533,FALSE,FALSE,Saved,78,0.189,0.739,0.448,0,10,0.118,-10.28,0,0.138,81.044,4,0.553,17844509
25oOaleife6E2MIKmFkPvg,Young Thug,Beautiful Thugger Girls,17333,215306,TRUE,FALSE,Relationship (feat. Future),74,0.00252,0.842,0.597,0,2,0.124,-6.336,1,0.0627,145.992,4,0.298,27644112
2771LMNxwf62FTAdpJMQfM,Cardi B,Bodak Yellow,17333,223962,TRUE,FALSE,Bodak Yellow,72,0.0672,0.929,0.723,0,11,0.346,-5.792,0,0.109,125.022,4,0.458,36658472
2bjwRfXMk4uRgOD9IBYl9h,Drake,More Life,17243,236614,TRUE,FALSE,Portland,74,0.0143,0.924,0.444,0,1,0.26,-8.227,1,0.243,136.088,4,0.314,9962396
2cKovq3l6OJjhVVDbVKOsr,Hugh Jackman,The Greatest Showman (Original Motion Picture Soundtrack),17508,214373,FALSE,FALSE,The Other Side,76,0.00433,0.638,0.795,0.00139,0,0.153,-8.45,1,0.302,153.99,4,0.31,11125926
2DQ1ITjI0YoLFzuADN1ZBW,G-Eazy,The Beautiful & Damned,17515,245386,TRUE,FALSE,No Limit,70,0.0117,0.838,0.771,0,1,0.0853,-3.791,1,0.244,175.957,4,0.405,101890221
2eAZfqOm4EnOF9VvN50Tyc,Lil Uzi Vert,Luv Is Rage 2,17403,221746,TRUE,FALSE,The Way Life Goes (feat. Oh Wonder),79,0.617,0.703,0.757,0,1,0.106,-3.612,1,0.05,82.008,4,0.696,87945602
2EEeOnHehOozLq4aS0n6SL,KYLE,iSpy (feat. Lil Yachty),17137,253106,TRUE,FALSE,iSpy (feat. Lil Yachty),76,0.378,0.746,0.653,0,7,0.229,-6.745,1,0.289,75.016,4,0.672,26099742
2ekn2ttSfGqwhhate0LSR0,Dua Lipa,Dua Lipa (Deluxe),17319,209320,FALSE,FALSE,New Rules,83,0.00261,0.762,0.7,1.56E-05,9,0.153,-6.021,0,0.0694,116.073,4,0.608,71913837
2fQrGHiQOvpL9UgPvtYy6G,21 Savage,Issa Album,17432,220306,TRUE,FALSE,Bank Account,81,0.0151,0.884,0.346,7.04E-06,8,0.0871,-8.228,0,0.351,75.016,4,0.376,112815507
2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Starboy,17129,260253,FALSE,FALSE,Die For You,64,0.111,0.586,0.525,0,1,0.134,-7.163,0,0.0615,133.629,4,0.508,13076900
2m2ZGfJcs3lHWNPzhWH3XH,Ozuna,La Modelo (feat. Cardi B),17522,256551,FALSE,FALSE,La Modelo,21,0.213,0.822,0.743,0.0103,1,0.0957,-2.038,1,0.0451,98.005,4,0.78,5867539
2rb5MvYT7ZIxbKW5hfcHx8,J Balvin,Mi Gente,17347,189440,FALSE,FALSE,Mi Gente,20,0.0148,0.543,0.677,6.21E-06,11,0.13,-4.915,0,0.0993,103.809,4,0.294,10726984
2vjmyyAnDUzilFYxOlTdO1,6ix9ine,GUMMO,17480,157643,TRUE,FALSE,GUMMO,59,0.0485,0.689,0.761,0,1,0.136,-4.939,1,0.13,78.514,4,0.698,15655771
2x0WlnmfG39ZuDmstl9xfX,Taylor Swift,reputation,17480,244826,FALSE,FALSE,End Game,72,0.00845,0.649,0.589,0,2,0.108,-6.237,1,0.0558,159.073,4,0.151,20776306
2xGjteMU3E1tkEPVFBO08U,Keala Settle,This Is Me,17466,234706,FALSE,FALSE,This Is Me,68,0.00583,0.284,0.704,0.000115,2,0.0424,-7.276,1,0.186,191.702,4,0.1,39439453
2xmrfQpmS2iJExTlklLoAL,Clean Bandit,I Miss You (feat. Julia Michaels),17465,205747,FALSE,FALSE,I Miss You (feat. Julia Michaels),31,0.245,0.638,0.658,3.77E-06,3,0.0919,-6.318,1,0.0456,105.076,4,0.33,20300149
2yLa0QULdQr0qAIvVwN6B5,Taylor Swift,reputation,17480,208186,FALSE,FALSE,...Ready For It?,71,0.0527,0.613,0.764,0,2,0.197,-6.509,1,0.136,160.015,4,0.417,4618201
2YzmfPLqUx5CJOaw5ThsBV,A$AP Ferg,Plain Jane REMIX,17515,202636,TRUE,FALSE,Plain Jane REMIX,68,0.0588,0.791,0.839,6.26E-05,11,0.259,-4.284,1,0.266,170.113,4,0.383,5608873
2z4pcBLQXF2BXKFvd0BuB6,Jason Derulo,Tip Toe (feat. French Montana),17480,187521,FALSE,FALSE,Tip Toe (feat. French Montana),73,0.0233,0.845,0.709,0,10,0.094,-4.547,0,0.0714,98.062,4,0.62,13457689
30MM5jWpUmOxtTNd9Ey5LZ,Thomas Rhett,Life Changes,17417,157080,FALSE,FALSE,Unforgettable,72,0.032,0.663,0.738,0.000225,7,0.0856,-5.48,1,0.0303,130.02,4,0.825,26084038
32DGGj6KlNuBr6WaqRxpxi,Charlie Puth,How Long,17444,198237,FALSE,FALSE,How Long,22,0.189,0.849,0.581,3.61E-06,1,0.0805,-5.243,0,0.0767,110.008,4,0.779,17781624
343YBumqHu19cGoGARUTsd,Drake,More Life,17243,210937,TRUE,FALSE,Fake Love,74,0.108,0.927,0.488,0,9,0.196,-9.433,0,0.42,133.987,4,0.605,19863426
38yBBH2jacvDxrznF7h08J,Niall Horan,Flicker (Deluxe),17459,188174,FALSE,FALSE,Slow Hands,22,0.0129,0.734,0.418,0,0,0.0579,-6.678,1,0.0425,85.909,4,0.868,5636503
3a1lNhkSLSkpJE4MSHpDu9,Post Malone,Stoney (Deluxe),17144,220293,TRUE,FALSE,Congratulations,85,0.215,0.63,0.804,0,6,0.253,-4.183,1,0.0363,123.146,4,0.492,138653152
3B54sVLJ402zGa6Xm4YGNe,French Montana,Jungle Rules,17361,233901,TRUE,FALSE,Unforgettable,83,0.0293,0.726,0.769,0.0101,6,0.104,-5.043,1,0.123,97.985,4,0.733,66897808
3DXncPQOG4VBw3QHh3S817,DJ Khaled,Grateful,17339,288600,TRUE,FALSE,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",76,0.0552,0.609,0.668,0,7,0.167,-4.284,1,0.0367,80.924,4,0.811,16772009
3GVkPk8mqxz0itaAriG1L7,XXXTENTACION,17,17403,95466,TRUE,FALSE,Everybody Dies In Their Nightmares,83,0.847,0.734,0.57,2.14E-05,7,0.112,-7.066,0,0.133,129.953,4,0.689,130315434
3hBBKuWJfxlIlnd9QFoC8k,Maroon 5,Red Pill Blues (Deluxe),17473,199849,FALSE,FALSE,What Lovers Do (feat. SZA),21,0.0786,0.795,0.615,2.98E-06,5,0.0855,-5.211,0,0.0671,110.009,4,0.393,29445256
3kxfsdsCpFgN412fpnW85Y,Childish Gambino,"""Awaken, My Love!""",17137,326933,TRUE,FALSE,Redbone,53,0.172,0.745,0.356,0.00943,1,0.123,-10.425,1,0.0941,160.033,4,0.607,55185558
3m660poUr1chesgkkjQM7P,Demi Lovato,Tell Me You Love Me (Deluxe),17438,203760,TRUE,FALSE,Sorry Not Sorry,19,0.0214,0.704,0.633,0,11,0.29,-6.923,0,0.241,144.021,4,0.863,51072573
3muBQDekYAg7jm6hDu6R0Z,Tee Grizzley,My Moment,17263,254693,TRUE,FALSE,First Day Out,73,0.171,0.587,0.711,0,1,0.125,-6.33,1,0.42,98.008,4,0.381,1342572
3ncgNpxLoBQ65ABk4djDyd,Famous Dex,Pick It Up (feat. A$AP Rocky),17459,191251,TRUE,FALSE,PICK IT UP (feat. A$AP Rocky),76,0.0149,0.921,0.467,0.000238,1,0.334,-8.443,1,0.119,135.995,4,0.287,57824335
3NdDpSvN911VPGivFlV5d0,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),17144,245200,FALSE,FALSE,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",25,0.0631,0.735,0.451,1.30E-05,0,0.325,-8.374,1,0.0585,117.973,4,0.0862,2661990
3pXF1nA74528Edde4of9CC,Bryson Tiller,T R A P S O U L,16710,198293,TRUE,FALSE,Don't,77,0.222,0.765,0.356,0,11,0.0963,-5.556,0,0.196,97.001,4,0.19,14268073
3Q3myFA7q4Op95DOpHplaY,blackbear,digital druglord,17277,212027,TRUE,FALSE,do re mi,78,0.00419,0.742,0.599,1.02E-05,8,0.126,-6.256,1,0.0465,110.977,3,0.154,18810802
3qk4wRMDlaeagZGjSYbsOV,G-Eazy,The Beautiful & Damned,17515,203960,TRUE,FALSE,Sober,65,0.263,0.558,0.766,0,6,0.32,-5.953,0,0.231,96.281,4,0.182,3829355
3wAI7MIQtTgwcRmwchPZBc,Big Sean,Double Or Nothing (& Metro Boomin),17508,268946,TRUE,FALSE,Go Legend (& Metro Boomin),64,0.0167,0.656,0.564,1.39E-06,1,0.165,-8.925,0,0.0883,150.014,4,0.25,5816096
3wdfLVUhmX64lIyWIIEW8s,Quality Control,Quality Control: Control The Streets Volume 1,17508,213613,TRUE,FALSE,Ice Tray,71,0.0247,0.889,0.494,0,8,0.12,-5.578,0,0.139,129.968,4,0.24,18880518
3wGXyJGsCf1myH5MooQIqE,Tay-K,#SantanaWorld (+),17514,140000,TRUE,FALSE,The Race,74,0.00266,0.766,0.606,0,9,0.166,-6.064,1,0.456,160.223,4,0.352,19634564
3whrwq4DtvucphBPUogRuJ,Camila Cabello,Havana (Remix),17482,199095,FALSE,FALSE,Havana - Remix,71,0.398,0.751,0.579,2.28E-05,2,0.133,-4.036,1,0.0321,105.031,4,0.349,1276913
3YeJXuRSNS5FYwOsDu44kD,Trippie Redd,Dark Knight Dummo (Feat. Travis Scott),17505,256162,TRUE,FALSE,Dark Knight Dummo (Feat. Travis Scott),72,0.15,0.379,0.824,0,8,0.138,-2.881,0,0.0975,121.056,4,0.226,39390569
40oKW22ZNNkEdZLJTScaQI,Kodak Black,Project Baby 2,17396,213132,TRUE,FALSE,Roll In Peace (feat. XXXTENTACION),79,0.0306,0.747,0.524,0,10,0.2,-6.807,0,0.245,140.053,4,0.363,112950574
42CeaId2XNlxugDvyqHfDf,Post Malone,Candy Paint,17459,229573,TRUE,FALSE,Candy Paint,11,0.633,0.765,0.688,0,4,0.0734,-5.566,1,0.0841,90.013,4,0.434,61455557
43ay9lQZ5rfNcOOHhRF2cM,Hugh Jackman,The Greatest Show,17466,302146,FALSE,FALSE,The Greatest Show,62,0.000239,0.417,0.824,0.0545,11,0.0725,-7.36,0,0.105,157.92,4,0.4,17066080
43PuMrRfbyyuz4QpZ3oAwN,Bryson Tiller,T R A P S O U L,16710,194613,TRUE,FALSE,Exchange,79,0.108,0.53,0.433,0,6,0.135,-10.598,1,0.185,160.14,4,0.274,12622266
43ZyHQITOjhciSUUNPVRHc,Lil Pump,Lil Pump,17445,124055,TRUE,FALSE,Gucci Gang,76,0.239,0.936,0.523,0,5,0.117,-6.71,1,0.0597,119.889,4,0.699,43242257
4AtZRwSR8BOTTQg5ihSggt,6LACK,FREE 6LACK,17123,246773,TRUE,FALSE,PRBLMS,74,0.0307,0.417,0.58,1.45E-06,9,0.179,-4.574,1,0.207,68.58,5,0.139,12832036
4cxMGhkinTocPSVVKWIw0d,Russ,There's Really A Wolf,17291,237506,TRUE,FALSE,Losin Control,77,0.515,0.759,0.245,0.000154,6,0.102,-6.545,1,0.138,96.992,4,0.209,37855942
4DTpngLjoHj5gFxEZFeD3J,Kodak Black,Project Baby 2: All Grown Up (Deluxe),17494,264531,TRUE,FALSE,Codeine Dreaming (feat. Lil Wayne),74,0.0652,0.736,0.604,6.43E-05,1,0.124,-7.357,0,0.222,155.007,4,0.574,67485791
4dVpf9jZjcORqGTLUaeYj9,A$AP Ferg,Still Striving,17396,173600,TRUE,FALSE,Plain Jane,79,0.0651,0.797,0.844,0,11,0.087,-5.482,1,0.275,170.142,4,0.52,99688220
4fC5jw1TI59GH1emfN1wtk,Trippie Redd,A Love Letter To You,17300,149575,TRUE,FALSE,Poles 1469,71,0.235,0.741,0.761,0,4,0.119,-3.871,0,0.0512,81.543,4,0.217,12402365
4fndbjoz1qJyK6JcLdKfzm,Migos,Stir Fry,17520,192131,TRUE,FALSE,Stir Fry,4,0.00693,0.813,0.808,0,2,0.133,-5.541,1,0.286,181.993,4,0.547,12856690
4iLqG9SeJSnt0cSPICSjxv,Charlie Puth,Attention,17276,211475,FALSE,FALSE,Attention,26,0.0969,0.774,0.626,3.12E-05,3,0.0848,-4.432,0,0.0432,100.041,4,0.777,19663525
4Km5HrUvYTaSUfiSGPJeQR,Migos,Culture,17193,343150,TRUE,FALSE,Bad and Boujee (feat. Lil Uzi Vert),77,0.061,0.927,0.665,0,11,0.123,-5.313,1,0.244,127.076,4,0.175,14614869
4knL4iPxPOZjQzTUlELGSY,Yo Gotti,I Still Am,17466,276333,TRUE,FALSE,Rake It Up,72,0.022,0.91,0.444,0,1,0.137,-8.126,0,0.344,149.953,4,0.53,26015469
4lESS6vuruP6a79KWRaQou,Maluma,Corazón,17473,184066,FALSE,FALSE,Corazón,18,0.283,0.871,0.768,2.25E-05,4,0.162,-5.401,0,0.122,98.989,4,0.765,4456334
4PpuH4mxL0rD35mOWaLoKS,N.E.R.D,NO ONE EVER REALLY DIES,17515,219706,TRUE,FALSE,Lemon,68,0.00214,0.916,0.727,0.000145,1,0.118,-6.556,1,0.0861,94.997,4,0.201,5588445
4pYZLpX23Vx8rwDpJCpPTA,Rich The Kid,New Freezer (feat. Kendrick Lamar),17434,193173,TRUE,FALSE,New Freezer (feat. Kendrick Lamar),5,0.0424,0.888,0.664,0,0,0.0734,-10.13,1,0.341,140.012,4,0.53,35830814
4Q3N4Ct4zCuIHuZ65E3BD4,Kodak Black,Painting Pictures,17256,268186,TRUE,FALSE,Tunnel Vision,74,0.0576,0.497,0.489,9.91E-05,11,0.122,-7.724,0,0.294,171.853,4,0.231,15674931
4V6MRo0CEAC9MwAm7dkPuL,Camila Cabello,Real Friends,17506,213932,FALSE,FALSE,Real Friends,65,0.835,0.74,0.303,0,3,0.0782,-8.612,1,0.117,91.958,4,0.819,2339051
4vwfOiyWxXeEdx4ejAJgdx,Huncho Jack,"Huncho Jack, Jack Huncho",17521,190678,TRUE,FALSE,Eye 2 Eye,65,0.00125,0.811,0.65,0,2,0.102,-4.41,1,0.128,146.028,4,0.179,1295916
59J5nzL1KniFHnU120dQzt,Playboi Carti,Playboi Carti,17270,235535,TRUE,FALSE,wokeuplikethis*,75,0.0138,0.785,0.62,0,8,0.15,-6.668,1,0.254,78.476,4,0.478,13112623
5aAx2yezTd8zXrkmtKl66Z,The Weeknd,Starboy,17130,230453,TRUE,FALSE,Starboy,20,0.165,0.681,0.594,3.49E-06,7,0.134,-7.028,1,0.282,186.054,4,0.535,18503711
5AEtlRudpgdT5FtNiuly6Y,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",17417,174800,FALSE,FALSE,"Let Me Go (with Alesso, Florida Georgia Line & watt)",27,0.0393,0.659,0.717,0,8,0.0769,-4.202,1,0.0581,103.036,4,0.71,57675835
5CtI0qwDJkDQGwXD1H1cLb,Luis Fonsi,Despacito Feat. Justin Bieber (Remix),17273,228826,FALSE,FALSE,Despacito - Remix,28,0.229,0.694,0.815,0,2,0.0924,-4.328,1,0.12,88.931,4,0.813,15583850
5gx2E5aIXMRBellPZW1up5,Chris Brown,Heartbreak on a Full Moon,17470,293434,TRUE,FALSE,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",61,0.119,0.82,0.696,0,7,0.232,-4.918,0,0.182,144.981,4,0.617,10353013
5hcisvFMidkMJlElTO9Qmw,Bad Bunny,Sensualidad,17473,297485,FALSE,FALSE,Sensualidad,75,0.423,0.807,0.681,0,11,0.0962,-6.268,1,0.0983,140.006,4,0.676,17650691
5Htb1uFQ1KrkFXlefS8oGj,Demi Lovato,Tell Me You Love Me,17438,236986,FALSE,FALSE,Tell Me You Love Me,9,0.0247,0.516,0.592,0,3,0.181,-5.465,0,0.0566,82.05,4,0.271,33584582
5hTpBe8h35rJ67eAWHQsJx,Aminé,Good For You,17375,209640,TRUE,FALSE,Caroline,76,0.17,0.941,0.335,0,5,0.262,-10.179,0,0.505,120.041,4,0.707,4266609
5jZF1nvKORdaHNjNNMRbFl,Walker Hayes,boom.,17508,196666,FALSE,FALSE,You Broke Up with Me,62,0.525,0.847,0.699,0,0,0.267,-8.286,1,0.0733,120.002,4,0.874,4167820
5k38wzpLb15YgncyWdTZE4,G-Eazy,The Beautiful & Damned,17515,268866,TRUE,FALSE,Him & I (with Halsey),79,0.0534,0.589,0.731,0,2,0.308,-6.343,1,0.0868,87.908,4,0.191,57483484
